step,env_index,observation,action,clipped_action,direct_joint_command
20,0,"[0.6624100208282471, -0.23847249150276184, -0.6832323670387268, 0.40258556604385376, 0.2891010344028473, 0.24330109357833862, -0.1521223485469818, 0.00023497336951550096, -0.8385931253433228, -0.3123127818107605, -0.4006294310092926, -0.7693872451782227, 0.14769019186496735, -2.479076862335205, 0.017645731568336487, -0.3185778558254242, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5237354040145874, -0.11841276288032532, 0.7867789268493652, 0.8517059087753296, 0.23155057430267334, -0.4293934404850006, 0.03592490404844284, -1.3456192016601562]","[0.5237354040145874, -0.11841276288032532, 0.7867789268493652, 0.8517059087753296, 0.23155057430267334, -0.4293934404850006, 0.03592490404844284, -1.0]","[0.7147835493087769, -0.25031375885009766, -0.6045544743537903, 0.4877561628818512, 0.3122560977935791, 0.20036174356937408, -0.14852985739707947, 790.0]"
21,0,"[0.6931522488594055, -0.2449491173028946, -0.6802131533622742, 0.4242505729198456, 0.3182889521121979, 0.2018357813358307, -0.14795909821987152, -0.0003155939048156142, 2.2158710956573486, 0.032581839710474014, -0.22386786341667175, 1.1391900777816772, -0.965285062789917, -1.3712824583053589, 0.12105587869882584, 0.2922704219818115, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.22999760508537292, 0.4755406677722931, -0.43325045704841614, 0.10634920746088028, -0.14482690393924713, 0.3850705325603485, 0.05291815102100372, -1.4421278238296509]","[-0.22999760508537292, 0.4755406677722931, -0.43325045704841614, 0.10634920746088028, -0.14482690393924713, 0.3850705325603485, 0.05291815102100372, -1.0]","[0.670152485370636, -0.19739505648612976, -0.7235382199287415, 0.43488550186157227, 0.30380627512931824, 0.24034284055233002, -0.1426672786474228, 790.0]"
22,0,"[0.6970138549804688, -0.17866313457489014, -0.702984094619751, 0.4577697217464447, 0.29981958866119385, 0.24092355370521545, -0.14267006516456604, 0.0002838658110704273, -0.4685332775115967, 0.2491869330406189, -1.2784875631332397, -0.9614532589912415, 0.09179265052080154, 0.9631128311157227, -0.020841941237449646, -0.4055269956588745, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.2568262815475464, -0.5259982347488403, 0.6083067059516907, 0.969275712966919, 0.007864629849791527, -0.4027629792690277, -0.007619156502187252, -1.3357527256011963]","[0.2568262815475464, -0.5259982347488403, 0.6083067059516907, 0.969275712966919, 0.007864629849791527, -0.4027629792690277, -0.007619156502187252, -1.0]","[0.7226964831352234, -0.2312629520893097, -0.6421534419059753, 0.5546972751617432, 0.30060604214668274, 0.2006472498178482, -0.14343197643756866, 790.0]"
23,0,"[0.6975271105766296, -0.23904725909233093, -0.6894519329071045, 0.4064972996711731, 0.3058567941188812, 0.2025221288204193, -0.14297689497470856, -0.00044304836774244905, 2.11340069770813, -1.0476677417755127, -0.34637242555618286, -0.4278218746185303, -0.7777374982833862, -2.1253786087036133, 0.12948685884475708, 0.5059093236923218, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.347907155752182, 0.09432613849639893, -0.41997236013412476, 0.5878151059150696, -0.1228666678071022, -0.19139017164707184, 0.030041541904211044, -1.5191419124603271]","[-0.347907155752182, 0.09432613849639893, -0.41997236013412476, 0.5878151059150696, -0.1228666678071022, -0.19139017164707184, 0.030041541904211044, -1.0]","[0.6627364158630371, -0.22961464524269104, -0.7314491868019104, 0.4652788043022156, 0.2935701310634613, 0.18338310718536377, -0.1399727463722229, 790.0]"
24,0,"[0.6884018778800964, -0.21155305206775665, -0.7137378454208374, 0.45425742864608765, 0.29057249426841736, 0.1884821653366089, -0.14006729423999786, 0.00036912874202243984, -0.7898134589195251, 0.41525211930274963, -1.3530815839767456, 1.1465293169021606, 0.2621762752532959, -0.4282049536705017, 0.01337592862546444, -0.484497606754303, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.8056759834289551, 0.2523594796657562, 1.0187360048294067, -0.024241739884018898, 0.19333618879318237, 0.9520686268806458, -0.03925671428442001, -1.1228508949279785]","[0.8056759834289551, 0.2523594796657562, 1.0, -0.024241739884018898, 0.19333618879318237, 0.9520686268806458, -0.03925671428442001, -1.0]","[0.7689694762229919, -0.1863171011209488, -0.6137378215789795, 0.45183324813842773, 0.30990612506866455, 0.283689022064209, -0.14399296045303345, 790.0]"
25,0,"[0.7449496984481812, -0.18349876999855042, -0.7833958268165588, 0.46509504318237305, 0.3136192858219147, 0.2777152955532074, -0.1434122920036316, -0.00011769685079343617, 3.011986017227173, 0.06305360794067383, -2.0113563537597656, -1.0001366138458252, -1.114022135734558, 1.4979896545410156, -0.008813758380711079, 0.026755444705486298, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.01948079839348793, -0.6153688430786133, 0.020030202344059944, 1.1032617092132568, 0.057435303926467896, -0.8176975846290588, -0.009880735538899899, -1.550290584564209]","[-0.01948079839348793, -0.6153688430786133, 0.020030202344059944, 1.0, 0.057435303926467896, -0.8176975846290588, -0.009880735538899899, -1.0]","[0.7430016398429871, -0.24503564834594727, -0.7813928127288818, 0.565095067024231, 0.3193628191947937, 0.19594553112983704, -0.14440035820007324, 790.0]"
26,0,"[0.7621986865997314, -0.24740569293498993, -0.7685198187828064, 0.39427649974823, 0.3151232600212097, 0.2056211680173874, -0.14458616077899933, 2.1613200260617305e-06, -0.4024715721607208, -1.1268117427825928, 0.03505931794643402, -0.990619957447052, -0.018402213230729103, -2.43955397605896, 0.010015825740993023, -0.0032589994370937347, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.02044833078980446, -0.023972555994987488, 0.4323127567768097, 0.7227251529693604, -0.0271455105394125, -0.4630192518234253, 0.03665769100189209, -1.3618611097335815]","[-0.02044833078980446, -0.023972555994987488, 0.4323127567768097, 0.7227251529693604, -0.0271455105394125, -0.4630192518234253, 0.03665769100189209, -1.0]","[0.7601538300514221, -0.24980294704437256, -0.7252885699272156, 0.46654900908470154, 0.3124087154865265, 0.15931923687458038, -0.14092038571834564, 790.0]"
27,0,"[0.7540504336357117, -0.2420533001422882, -0.7311944365501404, 0.4173975884914398, 0.3147521913051605, 0.16577093303203583, -0.14088182151317596, -7.118561916286126e-05, 0.5065881013870239, 0.6101263761520386, 0.6859944462776184, 1.3146454095840454, -0.13759712874889374, -0.9568048715591431, 0.07793214172124863, 0.09152447432279587, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.3256444036960602, 0.34470096230506897, -0.24091669917106628, 0.17097243666648865, -0.2122478038072586, 0.5467994213104248, 0.037527985870838165, -1.2863646745681763]","[-0.3256444036960602, 0.34470096230506897, -0.24091669917106628, 0.17097243666648865, -0.2122478038072586, 0.5467994213104248, 0.037527985870838165, -1.0]","[0.72148597240448, -0.2075832039117813, -0.7552860975265503, 0.43449482321739197, 0.29352742433547974, 0.22045087814331055, -0.1371290236711502, 790.0]"
28,0,"[0.7339801788330078, -0.19077078998088837, -0.7490419745445251, 0.4497101306915283, 0.29271799325942993, 0.22199146449565887, -0.13710810244083405, 4.65061457362026e-05, -0.8287695050239563, -0.17813263833522797, -0.7141574025154114, -0.8618559241294861, 0.171390563249588, 1.0264798402786255, 0.0033514597453176975, -0.0603523775935173, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.1765020787715912, -0.395533949136734, 0.6465576887130737, 0.8369624614715576, 0.038522183895111084, -0.30988794565200806, 0.033037882298231125, -1.3202002048492432]","[0.1765020787715912, -0.395533949136734, 0.6465576887130737, 0.8369624614715576, 0.038522183895111084, -0.30988794565200806, 0.033037882298231125, -1.0]","[0.7516303658485413, -0.2303241789340973, -0.6843861937522888, 0.5334063768386841, 0.29657021164894104, 0.19100266695022583, -0.1338043212890625, 790.0]"
29,0,"[0.7261955738067627, -0.2379501312971115, -0.7217091917991638, 0.4194134771823883, 0.30203133821487427, 0.19476081430912018, -0.13344798982143402, -0.0003174047451466322, 1.8046261072158813, -0.3665924072265625, 0.020045364275574684, 0.15745773911476135, -0.5856020450592041, -1.8441530466079712, 0.1409042775630951, 0.37083297967910767, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.2857659161090851, 0.22381603717803955, -0.3580312728881836, 0.427927702665329, -0.08569394797086716, 0.15562671422958374, 0.021731175482273102, -1.4463711977005005]","[-0.2857659161090851, 0.22381603717803955, -0.3580312728881836, 0.427927702665329, -0.08569394797086716, 0.15562671422958374, 0.021731175482273102, -1.0]","[0.6976189613342285, -0.21556852757930756, -0.7575123310089111, 0.46220624446868896, 0.29346194863319397, 0.2103234827518463, -0.13127487897872925, 790.0]"
30,0,"[0.7215143442153931, -0.19576123356819153, -0.7423449158668518, 0.46613356471061707, 0.2907175123691559, 0.21369977295398712, -0.131376251578331, 0.00012864427117165178, -0.8615338206291199, 0.06764610856771469, -0.9760362505912781, 0.3107589781284332, 0.26600465178489685, 0.44035521149635315, 0.01789562962949276, -0.1783132702112198, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5250930786132812, 0.050629839301109314, 0.8658216595649719, 0.38155853748321533, 0.11990369111299515, 0.4897554814815521, 0.017822392284870148, -1.190312147140503]","[0.5250930786132812, 0.050629839301109314, 0.8658216595649719, 0.38155853748321533, 0.11990369111299515, 0.4897554814815521, 0.017822392284870148, -1.0]","[0.7740236520767212, -0.19069825112819672, -0.6557627320289612, 0.5042893886566162, 0.30270788073539734, 0.26267531514167786, -0.12959401309490204, 790.0]"
31,0,"[0.7509329319000244, -0.18381617963314056, -0.7729419469833374, 0.49669232964515686, 0.3068326413631439, 0.2628295123577118, -0.1291254460811615, -0.00032468096469528973, 2.9478495121002197, -0.1879325658082962, -1.6880017518997192, 0.48991361260414124, -1.040106177330017, 0.4949815571308136, 0.03243393450975418, 0.27130937576293945, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.11737585067749023, 0.012698054313659668, -0.025607014074921608, 0.2727132737636566, 0.11458001285791397, 0.370145320892334, 0.05051962286233902, -1.338409662246704]","[0.11737585067749023, 0.012698054313659668, -0.025607014074921608, 0.2727132737636566, 0.11458001285791397, 0.370145320892334, 0.05051962286233902, -1.0]","[0.7626705169677734, -0.18254637718200684, -0.775502622127533, 0.5239636301994324, 0.318290650844574, 0.29984405636787415, -0.12407348304986954, 790.0]"
32,0,"[0.7790572643280029, -0.1724594235420227, -0.7640682458877563, 0.5162773132324219, 0.31587809324264526, 0.3065391778945923, -0.1242530345916748, -1.2350005818007048e-05, 0.05583760887384415, 0.02973596751689911, 0.004516050685197115, 0.10529560595750809, 0.0197879858314991, 0.4594081938266754, -0.004549075849354267, -0.04481135681271553, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.2647663950920105, -0.025313109159469604, 0.015333129093050957, 0.3991033136844635, -0.18067790567874908, 0.13897113502025604, 0.0850849375128746, -1.1858570575714111]","[-0.2647663950920105, -0.025313109159469604, 0.015333129093050957, 0.3991033136844635, -0.18067790567874908, 0.13897113502025604, 0.0850849375128746, -1.0]","[0.7525806427001953, -0.1749907284975052, -0.7625349164009094, 0.556187629699707, 0.29781031608581543, 0.3204362988471985, -0.11574453860521317, 790.0]"
33,0,"[0.7558460235595703, -0.16209685802459717, -0.7627401351928711, 0.5403027534484863, 0.2982444167137146, 0.32610106468200684, -0.11577516794204712, -0.0001286696206079796, -0.35389742255210876, -0.1995217502117157, -0.1970331072807312, 0.5512354373931885, 0.051134850829839706, 0.13300053775310516, 0.007060392759740353, 0.15689679980278015, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.19137707352638245, 0.14058782160282135, 0.46758347749710083, -0.066911481320858, 0.06300041824579239, 0.5343900918960571, 0.11270909756422043, -1.1242961883544922]","[0.19137707352638245, 0.14058782160282135, 0.46758347749710083, -0.066911481320858, 0.06300041824579239, 0.5343900918960571, 0.11270909756422043, -1.0]","[0.7749837040901184, -0.1480380743741989, -0.7159817814826965, 0.5336115956306458, 0.30454444885253906, 0.3795400857925415, -0.10450425744056702, 790.0]"
34,0,"[0.7571115493774414, -0.1469786912202835, -0.7265936136245728, 0.5342369675636292, 0.30575138330459595, 0.38122254610061646, -0.10446060448884964, -5.364485696190968e-05, 0.9692771434783936, 0.3894485533237457, 0.7551997900009155, -0.6709510087966919, -0.12133010476827621, 0.8635085225105286, -0.016205403953790665, 0.07823438942432404, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.7806998491287231, -0.5599069595336914, -0.7485158443450928, 1.0307426452636719, -0.19597019255161285, -0.7403132319450378, 0.019904907792806625, -1.2726669311523438]","[-0.7806998491287231, -0.5599069595336914, -0.7485158443450928, 1.0, -0.19597019255161285, -0.7403132319450378, 0.019904907792806625, -1.0]","[0.6790415644645691, -0.20296938717365265, -0.8014451861381531, 0.6342369914054871, 0.2861543595790863, 0.30719122290611267, -0.10247011482715607, 790.0]"
35,0,"[0.7065230011940002, -0.19338388741016388, -0.6721915602684021, 0.4862780272960663, 0.2826120853424072, 0.31838715076446533, -0.1030430719256401, -0.00010283112351316959, -3.3905766010284424, -1.3214588165283203, 2.164015054702759, -0.8563233017921448, 0.907986044883728, -2.179330348968506, 0.01469577569514513, 0.12952671945095062, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.05689260736107826, 0.11400961875915527, 0.3262020945549011, 0.2669602930545807, -0.1581360399723053, 0.07376206666231155, 0.06924029439687729, -1.12959623336792]","[-0.05689260736107826, 0.11400961875915527, 0.3262020945549011, 0.2669602930545807, -0.1581360399723053, 0.07376206666231155, 0.06924029439687729, -1.0]","[0.7008337378501892, -0.18198291957378387, -0.6395713686943054, 0.5129740834236145, 0.2667984962463379, 0.3257633447647095, -0.09611904621124268, 790.0]"
36,0,"[0.6772101521492004, -0.17605869472026825, -0.6568984389305115, 0.5126110911369324, 0.27038076519966125, 0.3230379819869995, -0.09590626507997513, -8.144386083586141e-05, 0.4583335220813751, 0.6345604062080383, 0.4633179008960724, 0.6193562746047974, -0.08086630702018738, 0.37410515546798706, 0.0025331389624625444, 0.20790229737758636, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.21831056475639343, -0.04327365756034851, -0.37687772512435913, 0.4182662069797516, 0.006156621500849724, 0.11244409531354904, 0.05415104329586029, -1.228271245956421]","[-0.21831056475639343, -0.04327365756034851, -0.37687772512435913, 0.4182662069797516, 0.006156621500849724, 0.11244409531354904, 0.05415104329586029, -1.0]","[0.6553791165351868, -0.18038606643676758, -0.6945862174034119, 0.5544376969337463, 0.27099642157554626, 0.33428239822387695, -0.0904911607503891, 790.0]"
37,0,"[0.6742308139801025, -0.16383500397205353, -0.6848345994949341, 0.5419493317604065, 0.26960161328315735, 0.34049171209335327, -0.09060540795326233, -5.2179948397679254e-05, -0.9143418669700623, -0.512877345085144, -0.6500511765480042, 0.27046459913253784, 0.1304916888475418, 0.14420537650585175, 0.0051619186997413635, 0.030671171844005585, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5680981874465942, 0.2002888023853302, 0.7970114350318909, -0.11841138452291489, 0.17637671530246735, 0.5354852080345154, 0.09096618741750717, -1.1526379585266113]","[0.5680981874465942, 0.2002888023853302, 0.7970114350318909, -0.11841138452291489, 0.17637671530246735, 0.5354852080345154, 0.09096618741750717, -1.0]","[0.7310406565666199, -0.14380612969398499, -0.6051334738731384, 0.5301082134246826, 0.28723928332328796, 0.39404022693634033, -0.08150878548622131, 790.0]"
38,0,"[0.7061225175857544, -0.1428396850824356, -0.7168645858764648, 0.5317927002906799, 0.2899388074874878, 0.39274364709854126, -0.0811113566160202, 0.0001004216173896566, 3.3064932823181152, 0.569851279258728, -2.1315102577209473, -0.693536102771759, -0.7741751670837402, 0.8433846235275269, -0.01738121546804905, -0.15063640475273132, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.01725008711218834, -0.7997245788574219, -0.2421990931034088, 1.165534257888794, 0.14639393985271454, -0.8350892663002014, -0.010998501442372799, -1.3560791015625]","[0.01725008711218834, -0.7997245788574219, -0.2421990931034088, 1.0, 0.14639393985271454, -0.8350892663002014, -0.010998501442372799, -1.0]","[0.707847535610199, -0.22281214594841003, -0.7410845160484314, 0.6317927241325378, 0.3045782148838043, 0.30923470854759216, -0.0822112038731575, 790.0]"
39,0,"[0.7327115535736084, -0.19969859719276428, -0.7259798645973206, 0.4702231287956238, 0.30186891555786133, 0.31801244616508484, -0.08238676190376282, -0.0005050946492701769, -0.5556058287620544, -2.3125417232513428, -0.10514682531356812, -1.3513776063919067, -0.03390257805585861, -2.36820912361145, 0.013291574083268642, 0.5146369338035583, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.017354603856801987, -0.06792779266834259, 0.3706327974796295, 0.3863530457019806, -0.0307032261043787, -0.3962291479110718, 0.10026343911886215, -1.2380861043930054]","[0.017354603856801987, -0.06792779266834259, 0.3706327974796295, 0.3863530457019806, -0.0307032261043787, -0.3962291479110718, 0.10026343911886215, -1.0]","[0.7344470024108887, -0.2064913809299469, -0.6889165639877319, 0.5088584423065186, 0.2987985908985138, 0.2783895432949066, -0.07236041873693466, 790.0]"
40,0,"[0.7185420989990234, -0.2047356367111206, -0.7012933492660522, 0.49190792441368103, 0.3016916811466217, 0.27804678678512573, -0.07226379960775375, 1.412376241205493e-05, 0.4765969514846802, 1.032847285270691, 0.5533543825149536, 1.3857499361038208, -0.007221617735922337, -0.5933723449707031, 0.015292746014893055, 7.236376404762268e-06, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.13906413316726685, 0.2868940532207489, -0.18320594727993011, 0.06971243768930435, -0.0974736213684082, 0.5666332840919495, 0.02363886684179306, -1.1455419063568115]","[-0.13906413316726685, 0.2868940532207489, -0.18320594727993011, 0.06971243768930435, -0.0974736213684082, 0.5666332840919495, 0.02363886684179306, -1.0]","[0.7046356797218323, -0.1760462373495102, -0.7196139693260193, 0.49887916445732117, 0.29194432497024536, 0.33471012115478516, -0.06989991664886475, 790.0]"
41,0,"[0.7183471918106079, -0.1614215224981308, -0.7115319967269897, 0.5076057314872742, 0.29054898023605347, 0.33820098638534546, -0.06993868947029114, 2.8824681066907942e-05, -0.4330306649208069, -0.2285751849412918, -0.38767075538635254, -1.1430994272232056, 0.07035082578659058, 1.0309621095657349, -0.005741753615438938, -0.04324060678482056, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.04253101721405983, -0.47997215390205383, 0.2419617772102356, 0.8967478275299072, -0.021990591660141945, -0.6008281707763672, 0.03708591312170029, -1.2923624515533447]","[-0.04253101721405983, -0.47997215390205383, 0.2419617772102356, 0.8967478275299072, -0.021990591660141945, -0.6008281707763672, 0.03708591312170029, -1.0]","[0.7140941023826599, -0.20941874384880066, -0.6873358488082886, 0.5972805023193359, 0.2883499264717102, 0.27811816334724426, -0.06623009592294693, 790.0]"
42,0,"[0.7051701545715332, -0.21534478664398193, -0.6945366859436035, 0.450631320476532, 0.2895154654979706, 0.2818307876586914, -0.0661843791604042, -0.0001363516057608649, 0.1561274379491806, -0.5404021143913269, 0.45187142491340637, -0.46925005316734314, -0.10024028271436691, -2.000807523727417, 0.013873658142983913, 0.1695878505706787, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.13222095370292664, 0.03694182634353638, -0.05507134646177292, 0.6051538586616516, -0.02417382039129734, -0.23997244238853455, 0.04864624887704849, -1.3266921043395996]","[-0.13222095370292664, 0.03694182634353638, -0.05507134646177292, 0.6051538586616516, -0.02417382039129734, -0.23997244238853455, 0.04864624887704849, -1.0]","[0.6919480562210083, -0.21165060997009277, -0.700043797492981, 0.5111467242240906, 0.28709807991981506, 0.2578335404396057, -0.061319753527641296, 790.0]"
43,0,"[0.6972073316574097, -0.19512760639190674, -0.6993170976638794, 0.4892376661300659, 0.2878095507621765, 0.2627582848072052, -0.061342645436525345, -4.027230170322582e-05, -0.3868231177330017, 0.2258257418870926, -0.19109462201595306, 1.1510283946990967, 0.09423938393592834, -0.3883622884750366, 0.013560660183429718, 0.06318581849336624, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.3560013175010681, 0.2854406535625458, 0.4678919315338135, -0.11843311041593552, 0.09934724122285843, 0.6883331537246704, 0.03409809619188309, -1.1568291187286377]","[0.3560013175010681, 0.2854406535625458, 0.4678919315338135, -0.11843311041593552, 0.09934724122285843, 0.6883331537246704, 0.03409809619188309, -1.0]","[0.732807457447052, -0.16658353805541992, -0.652527928352356, 0.47739434242248535, 0.2977442741394043, 0.3315916061401367, -0.057932835072278976, 790.0]"
44,0,"[0.7103361487388611, -0.16374796628952026, -0.6666831970214844, 0.4921249449253082, 0.29988712072372437, 0.3289371430873871, -0.057754840701818466, -6.16417164565064e-05, 1.0669407844543457, 0.2690751254558563, 1.0617382526397705, -1.1722732782363892, -0.2669580578804016, 1.3137671947479248, -0.038491472601890564, 0.0922372117638588, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.9175558686256409, -0.5510225296020508, -0.9424188733100891, 1.211105227470398, -0.2766974866390228, -0.9833715558052063, -0.04195133596658707, -1.4191772937774658]","[-0.9175558686256409, -0.5510225296020508, -0.9424188733100891, 1.0, -0.2766974866390228, -0.9833715558052063, -0.04195133596658707, -1.0]","[0.6185805797576904, -0.21885022521018982, -0.7609250545501709, 0.5921249389648438, 0.27221736311912537, 0.23059998452663422, -0.06194997578859329, 790.0]"
45,0,"[0.6452837586402893, -0.21108324825763702, -0.5828132033348083, 0.41458573937416077, 0.26730307936668396, 0.24567760527133942, -0.06268691271543503, -3.7915851862635463e-05, -3.227902889251709, -1.287952184677124, 2.2651288509368896, -1.3481158018112183, 1.1524274349212646, -2.5005733966827393, 9.001075522974133e-05, 0.03437802195549011, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.2626827657222748, -0.2901841402053833, 0.01984875462949276, 0.8541799783706665, -0.16223567724227905, -0.4490717053413391, 0.024387255311012268, -1.195314645767212]","[-0.2626827657222748, -0.2901841402053833, 0.01984875462949276, 0.8541799783706665, -0.16223567724227905, -0.4490717053413391, 0.024387255311012268, -1.0]","[0.6190154552459717, -0.2401016652584076, -0.5808283090591431, 0.5000037550926208, 0.2510794997215271, 0.20077043771743774, -0.06024818867444992, 790.0]"
